[0.000000] (-) TimerEvent: {}
[0.000117] (ur_description) JobQueued: {'identifier': 'ur_description', 'dependencies': OrderedDict()}
[0.000324] (ur_yt_sim) JobQueued: {'identifier': 'ur_yt_sim', 'dependencies': OrderedDict()}
[0.092354] (ur_description) Command: {'cmd': ['/usr/bin/cmake', '--install', '/root/ros2_ws/build/ur_description'], 'cwd': '/root/ros2_ws/build/ur_description', 'env': OrderedDict([('PYTHON_BASIC_REPL', '1'), ('HOSTNAME', 'charis-Latitude-5400'), ('GIT_ASKPASS', '/root/.vscode-server/bin/385651c938df8a906869babee516bffd0ddb9829/extensions/git/dist/askpass.sh'), ('SHLVL', '2'), ('LIBGL_ALWAYS_SOFTWARE', '1'), ('LD_LIBRARY_PATH', '/opt/vulcanexus/humble/lib:/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('BROWSER', '/root/.vscode-server/bin/385651c938df8a906869babee516bffd0ddb9829/bin/helpers/browser.sh'), ('HOME', '/root'), ('OLDPWD', '/root/ros2_ws'), ('TERM_PROGRAM_VERSION', '1.104.3'), ('VSCODE_IPC_HOOK_CLI', '/tmp/vscode-ipc-d2ab06d1-6a47-4e9d-b0e2-4648486a4060.sock'), ('ROS_PYTHON_VERSION', '3'), ('VSCODE_GIT_ASKPASS_MAIN', '/root/.vscode-server/bin/385651c938df8a906869babee516bffd0ddb9829/extensions/git/dist/askpass-main.js'), ('VSCODE_GIT_ASKPASS_NODE', '/root/.vscode-server/bin/385651c938df8a906869babee516bffd0ddb9829/node'), ('PYDEVD_DISABLE_FILE_VALIDATION', '1'), ('BUNDLED_DEBUGPY_PATH', '/root/.vscode-server/extensions/ms-python.debugpy-2025.14.1-linux-x64/bundled/libs/debugpy'), ('VSCODE_PYTHON_AUTOACTIVATE_GUARD', '1'), ('COLORTERM', 'truecolor'), ('REMOTE_CONTAINERS', 'true'), ('COLCON_PREFIX_PATH', '/root/ros2_ws/install:/opt/vulcanexus/humble'), ('ROS_DISTRO', 'humble'), ('REMOTE_CONTAINERS_IPC', '/tmp/vscode-remote-containers-ipc-c44bfeb6-66f2-4343-992b-c0c3b3f6581b.sock'), ('VULCANEXUS_HOME', '/opt/vulcanexus/humble'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('PKG_CONFIG_PATH', '/opt/vulcanexus/humble/lib/x86_64-linux-gnu/pkgconfig:/opt/vulcanexus/humble/lib/pkgconfig'), ('TERM', 'xterm-256color'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/vulcanexus/humble/bin:/opt/ros/humble/bin:/root/.vscode-server/bin/385651c938df8a906869babee516bffd0ddb9829/bin/remote-cli:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/root/.vscode-server/extensions/ms-python.debugpy-2025.14.1-linux-x64/bundled/scripts/noConfigScripts'), ('REMOTE_CONTAINERS_SOCKETS', '["/tmp/vscode-ssh-auth-c44bfeb6-66f2-4343-992b-c0c3b3f6581b.sock","/tmp/.X11-unix/X1","/root/.gnupg/S.gpg-agent"]'), ('DISPLAY', ':1'), ('VSCODE_DEBUGPY_ADAPTER_ENDPOINTS', '/root/.vscode-server/extensions/ms-python.debugpy-2025.14.1-linux-x64/.noConfigDebugAdapterEndpoints/endpoint-94a6b447580330f9.txt'), ('LANG', 'en_US.UTF-8'), ('PYTHONSTARTUP', '/root/.vscode-server/data/User/workspaceStorage/cd1a09907e2e91486875b479c3065da9/ms-python.python/pythonrc.py'), ('RMW_IMPLEMENTATION', 'rmw_fastrtps_cpp'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('VSCODE_GIT_IPC_HANDLE', '/tmp/vscode-git-e3bacfed1e.sock'), ('TERM_PROGRAM', 'vscode'), ('SSH_AUTH_SOCK', '/tmp/vscode-ssh-auth-c44bfeb6-66f2-4343-992b-c0c3b3f6581b.sock'), ('AMENT_PREFIX_PATH', '/root/ros2_ws/install/ur_simulation_gazebo:/root/ros2_ws/install/ur_description:/opt/vulcanexus/humble:/opt/ros/humble'), ('DEBIAN_FRONTEND', 'noninteractive'), ('REMOTE_CONTAINERS_DISPLAY_SOCK', '/tmp/.X11-unix/X1'), ('SHELL', '/bin/bash'), ('GALLIUM_DRIVER', 'llvmpipe'), ('VULCANEXUS_BRANCH', 'humble'), ('VULCANEXUS_DISTRO', 'humble'), ('VSCODE_GIT_ASKPASS_EXTRA_ARGS', ''), ('PWD', '/root/ros2_ws/build/ur_description'), ('LC_ALL', 'C.UTF-8'), ('PYTHONPATH', '/opt/vulcanexus/humble/local/lib/python3.10/dist-packages:/opt/vulcanexus/humble/lib/python3.10/site-packages:/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('COLCON', '1'), ('CMAKE_PREFIX_PATH', '/root/ros2_ws/install/ur_simulation_gazebo:/root/ros2_ws/install/ur_description:/opt/vulcanexus/humble:/opt/ros/humble')]), 'shell': False}
[0.092791] (ur_yt_sim) StdoutLine: {'line': b'-- The C compiler identification is GNU 11.4.0\n'}
[0.097556] (ur_description) StdoutLine: {'line': b'-- Install configuration: ""\n'}
[0.098042] (ur_description) StdoutLine: {'line': b'-- Execute custom install script\n'}
[0.099213] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/initial_positions.yaml\n'}
[0.099422] (-) TimerEvent: {}
[0.099562] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10/default_kinematics.yaml\n'}
[0.099654] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10/joint_limits.yaml\n'}
[0.099716] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10/physical_parameters.yaml\n'}
[0.099774] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10/visual_parameters.yaml\n'}
[0.099859] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10e/default_kinematics.yaml\n'}
[0.099947] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10e/joint_limits.yaml\n'}
[0.100018] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10e/physical_parameters.yaml\n'}
[0.100085] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur10e/visual_parameters.yaml\n'}
[0.100138] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur12e/default_kinematics.yaml\n'}
[0.100216] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur12e/joint_limits.yaml\n'}
[0.100319] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur12e/physical_parameters.yaml\n'}
[0.100424] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur12e/visual_parameters.yaml\n'}
[0.100613] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur15/default_kinematics.yaml\n'}
[0.100725] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur15/joint_limits.yaml\n'}
[0.100786] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur15/physical_parameters.yaml\n'}
[0.100901] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur15/visual_parameters.yaml\n'}
[0.101010] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur16e/default_kinematics.yaml\n'}
[0.101149] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur16e/joint_limits.yaml\n'}
[0.101311] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur16e/physical_parameters.yaml\n'}
[0.101407] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur16e/visual_parameters.yaml\n'}
[0.101548] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur18/default_kinematics.yaml\n'}
[0.101644] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur18/joint_limits.yaml\n'}
[0.101740] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur18/physical_parameters.yaml\n'}
[0.101902] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur18/visual_parameters.yaml\n'}
[0.102005] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur20/default_kinematics.yaml\n'}
[0.102155] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur20/joint_limits.yaml\n'}
[0.102326] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur20/physical_parameters.yaml\n'}
[0.102556] (ur_description) StdoutLine: {'line': b'-- Up-to-date symlink: /root/ros2_ws/install/ur_description/share/ur_description/config/ur20/visual_parameters.yaml\n'}
